codeexterne;type_organisme;abreviation;denomination_sociale;denomination_commerciale;numeroidentification;localisation_potentielle;intitule;duree;Courte;moyenne;longue;qualifiante;certifiante;public;condition_specifique
1401-0001-0013;Cheque-formation;;OTBC;;1000023280;La Bruyère;Apprendre Outlook pour gérer ses mails et son temps efficacement - FAD;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"- Savoir utilisatiser un PC et Windows.

Formation exclusivement réservée : 

- Aux travailleurs de tous secteurs

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
1401-0001-0012;Cheque-formation;;OTBC;;1000023280;La Bruyère;Apprendre Powerpoint: formation pour utilisateurs expérimentés - FAD;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"- Pouvoir justifier d'une connaissance de base de Powerpoint. Pour suivre ce niveau
plutôt que la formation pour débutant, il faut obtenir un score minimum de 2/5 au test TOSA Powerpoint.

Formation exclusivement réservée : 

- Aux travailleurs de tous secteurs

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
1401-0001-0009;Cheque-formation;;OTBC;;1000023280;La Bruyère;Apprendre Word - niveau 1bis : maîtriser les bases (mise à niveau pour utilisateurs expérimentés) - FAD;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"- Pouvoir justifier d'une connaissance de base de Word. Pour suivre ce niveau plutôt
que la formation pour débutant, il faut obtenir un score minimum de 2/5 au test TOSA Word.

Formation exclusivement réservée : 

- Aux travailleurs de tous secteurs

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0048-0001-0376;Cheque-formation;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Charleroi;Audit Web : référencement d'un site web;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Bonne connaissance du secteur de l’Internet et du code HTML</li>
<li>Être responsable d’un site Internet en ligne</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux responsables de projets Internet, chargés de communication, web designers travaillant à la gestion et la promotion des sites Internet</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0190-0001-0787;Cheque-formation;;TECHNIFUTUR;;458220674;Seraing;Cloud fondamentaux;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée : 

- Aux 	professionnels de l'IT

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0021-0001-0454;Cheque-formation;;Centre IFAPME Namur/Brabant wallon;;409139169;Namur;Comment créer un site de e-commerce performant;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée :
<p>
<ul>
<li>Aux professionnels qui souhaitent approfondir la réflexion d'un module de vente en ligne pour déployer leur activité.</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-3089;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;Comment l'intelligence artificielle (IA, ex. ChatGPT) peut optimiser votre productivité en entreprise ?;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Être familier avec un ordinateur.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux cadres, responsables en entreprise, responsables d'opérations, professionnels de l'informatique, du marketing et de la stratégie, ainsi qu'aux responsables de l'innovation et de la transformation numérique, qui cherchent à intégrer l'IA dans leurs domaines respectifs pour améliorer l'efficacité et obtenir un avantage concurrentiel</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0010-0001-0226;Cheque-formation;;HEC-Ecole de gestion de l'Université de Liège;;870785925;Liège;Comprendre l’intelligence artificielle;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée : 

- Aux cadres, chefs de projet en transformation digitale, entrepreneurs et consultants.

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0048-0001-0486;Cheque-formation;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Charleroi;Creative Cloud - Mise à jour PAO;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Savoir utiliser de façon courante InDesign, Illustrator et Photoshop.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux personnes utilisant déjà les logiciels Adobe et désirant en découvrir les nouveautés et évolutions</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-1652;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;Créer des campagnes Google Ads (référencement payant) - Perfectionnement;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Savoir manipuler un ordinateur et avoir des connaissances de base de Google Ads.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux travailleurs indépendants et employés d’entreprises chargés de la communication, chargés de marketing qui sont amenés à animer des réseaux sociaux, des blogs, des sites web dans leur activité professionnelle et en connaître les dispositions légales</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0048-0001-0411;Cheque-formation;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Charleroi;Créer des mises en page avec Canva;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir une maîtrise de l’ordinateur et d’internet.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux chargés de communication, indépendants ou tout autre personne amenée à créer de petites publications imprimés ou destinés au web</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0048-0001-0244;Cheque-formation;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Charleroi;Créer des PDF interactifs à partir d'InDesign;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Savoir utiliser InDesign et Acrobat pour réaliser des documents interactifs contenant boutons, sons, vidéo, animations ou champs de formulaires.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux graphistes ou employés désireux de créer des PDFs interactifs à partir d’Adobe InDesign et / ou d’Adobe Acrobat</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0418-0001-0101;Cheque-formation;C.Q.H.N.;Centre Hainaut - Namur pour la Gestion de la Qualité;;447791788;Charleroi;Créer des visuels époustouflants avec Midjourney;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"- Avoir une une connaissance générale de l’utilisation d’un ordinateur, de la navigation sur internet et du téléchargement/installation d’applications sont indispensables pour suivre la formation.
- Les participants devront apporter leur ordinateur portable et être en mesure
d’accéder à internet sans restriction.
- Le formateur donnera les consignes de téléchargement aux participants 2 semaines
avant la formation (ne rien faire avant).

Formation exclusivement réservée : 

- Aux personnes intéressées par la création de visuels de qualité professionnelle

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0096-0001-0324;Cheque-formation;;TECHNOFUTUR TIC;;463962381;Charleroi;Créer une campagne d’emailing professionnelle et efficace avec MailChimp;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir des connaissances de base en HTML/CSS ne sont pas indispensables mais souhaitées.</li>
<li>Les participants peuvent utiliser un compte MailChimp pré-existant ou le créer lors de la formation.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux chargés de communication, rédacteurs web, e-marketeurs, responsables marketing, fournisseurs de contenus. Toutes personnes impliquées dans une stratégie de marketing, entrepreneurs, chefs d’entreprise</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0061-0001-0289;Cheque-formation;AKT - CCILB;AKT - CCI Luxembourg Belge;;413204756;Libramont-Chevigny;Créez des publicités sur Facebook - FAD.;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"- Avoir un compte personnel sur Facebook.

Formation exclusivement réservée : 

- Aux chefs d’entreprises ou employés en charge de la communication externe, de la promotion et du développement commercial des produits et services proposé par l’entreprise.

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0048-0001-0530;Cheque-formation;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Charleroi;Datavisualisation Avec Illustrator - 7h;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir une maîtrise des fonctionnalités de base d’Illustrator</li>
<li>Avoir éventuellement suivi le cours de Data visualisation – Initiation.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux graphistes, journalistes, chargés de communication désireux de diffuser des informations sous une forme graphique à la fois attractive et efficace</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-3021;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;Découvrez vos outils bureautiques online dans Office 365;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir une connaissance de base d’un ordinateur et de la suite Office.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants d’entreprises, industriels, cadres, employés et ouvriers en entreprises, titulaires de professions libérales, indépendants et prestataires de services</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0061-0001-0271;Cheque-formation;AKT - CCILB;AKT - CCI Luxembourg Belge;;413204756;Libramont-Chevigny;Du projet d'entreprise au projet web.;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée : 

- Toute personne en charge de la communication externe de l’entreprise et qui doit
développer / améliorer le site internet

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-1023;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;EXCEL - FONCTIONS ET FORMULES;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Savoir utiliser Excel avec un minimum d'aisance.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants/directeurs de PME, industriels, cadres et employés en PME, indépendants, titulaires de professions libérales, prestataires de services</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants,les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-2903;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;EXCEL - GRAPHIQUES;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Savoir utiliser Excel avec un minimum d’aisance.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants/directeurs de PME, industriels, cadres et employés en PME, indépendants, titulaires de professions libérales, prestataires de services</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-3103;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;Excel - Macros et automatisation - Initiation;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir une bonne connaissance d'Excel.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants d’entreprises, industriels, cadres, employés</li>
</ul>
et ouvriers en entreprises, titulaires de professions libérales, indépendants et
prestataires de services
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-1748;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;EXCEL - MACROS ET AUTOMATISATIONS - Perfectionnement - FAD;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir des connaissances de base du logiciel Excel.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants d’entreprises, industriels, cadres, employés et ouvriers en entreprises, titulaires de professions libérales, indépendants et prestataires de services</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-1106;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;EXCEL - TABLES DE DONNEES ET TABLEAUX CROISES DYNAMIQUES;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir des connaissances de base d'Excel.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants d’entreprise, industriels, cadres, employés et ouvriers en entreprises, titulaires de professions libérales, indépendants et prestataires de services</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0096-0001-0352;Cheque-formation;;TECHNOFUTUR TIC;;463962381;Charleroi;Excel: Les fonctions;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir une connaissance de base d'Excel.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux personnes souhaitant maîtriser les fonctions d'Excel</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
1115-0001-0006;Cheque-formation;;CréaPME;;823471008;Liège;Facebook - FAD;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"- Avoir un profil et une page Facebook

Formation exclusivement réservée : 

- Aux entrepreneur, créateur de startup, indépendant ou futur indépendant (à titre principal ou complémentaire), gestionnaire de projet

Sont exclus :


Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public"
0057-0001-3094;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;Facebook Ads - Boostez vos posts;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir une connaissance de base de Facebook à utilisation professionnelle et/ou</li>
</ul>
avoir suivi la formation
<ul>
<li>Comment animer sa page Facebook professionnelle ? OU</li>
<li>Comment intégrer les médias et réseaux sociaux dans votre stratégie de</li>
</ul>
communication digitale ?
<ul>
<li>Avoir une page Facebook professionnel avec les login à disposition afin de</li>
</ul>
pouvoir promouvoir des posts publicitaires
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants d'entreprise, industriels, cadres, employés et ouvriers en entreprise, titulaires de professions libérales, indépendants et prestataires de services, chargés de marketing, chargés de communication; entrepreneurs et responsable d'entreprises cherchant à améliorer leur présence en ligne</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0048-0001-0516;Cheque-formation;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Charleroi;Flexbox Workshop;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir des connaissances et pratique HTML & CSS.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux Web designers, intégrateurs et UI/UX designers désirant maîtriser les subtilités de la création de sites responsives mais aussi chefs de projet soucieux de connaître les nouvelles méthodes de positionnements de contenus et de prendre les bonnes décisions sur les choix technologiques</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0061-0001-0172;Cheque-formation;AKT - CCILB;AKT - CCI Luxembourg Belge;;413204756;Libramont-Chevigny;Gérer un projet Web : stratégie, méthode et bonnes pratiques.;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée : 

- Aux dirigeants de PME, responsables marketing et communication, gestionnaires de sites web

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
